1002.0000	794.4380
1014.0000	793.2250
1021.0000	806.2750
1030.0000	810.6380
1047.0000	783.3750
1055.0000	795.6250
1070.0000	779.2750
1079.0000	782.3250
1091.0000	782.0250
1120.0000	742.4500
1141.0000	742.8620
1167.0000	754.8880
1177.0000	762.4870
1202.0000	768.8000
1219.0000	761.2370
1238.0000	743.6000
1256.0000	736.0870
1276.0000	734.7750
1293.0000	743.1750
1311.0000	736.0750
1323.0000	743.6500
1350.0000	732.8750
1361.0000	745.3620
1371.0000	752.4620
1382.0000	757.2880
1394.0000	755.3370
1408.0000	755.7000
1418.0000	762.8750
1427.0000	773.2750
1437.0000	781.7750
1451.0000	765.6380
1499.0000	907.2250
1506.0000	897.5130
1513.0000	891.1250
1525.0000	899.6750
1532.0000	908.0750
1545.0000	887.6000
1563.0000	1032.6750
1575.0000	1008.0380
1588.0000	934.0750
1602.0000	910.5750
1619.0000	875.2370
1637.0000	949.6880
1657.0000	883.7500
1686.0000	957.3750
1707.0000	968.4500
1716.0000	943.2120
1732.0000	916.3620
1747.0000	914.5000
1763.0000	889.3880
1782.0000	914.0870
1807.0000	820.8750
1830.0000	848.8000
1851.0000	869.7630
1861.0000	858.6120
1879.0000	807.9130
1916.0000	747.0750
1929.0000	755.4000
1972.0000	768.1250
1987.0000	768.7120
2008.0000	776.9130
2032.0000	755.4870
2051.0000	781.2630
2069.0000	760.4380
2078.0000	769.2370
2092.0000	769.8500
2109.0000	756.2630
2117.0000	769.5250
2138.0000	754.5870
2167.0000	733.7880
2183.0000	745.4750
2205.0000	740.5380
2225.0000	764.1380
2238.0000	765.6250
2253.0000	759.5870
2268.0000	755.0870
2284.0000	755.1500
2293.0000	765.3000
2316.0000	749.8120
2332.0000	750.9000
2345.0000	756.3370
2358.0000	762.7880
2380.0000	774.1630
2393.0000	771.7250
2409.0000	759.6750
2418.0000	769.6000
2439.0000	750.1750
2451.0000	754.6500
2489.0000	752.9750
2501.0000	760.5870
2512.0000	764.0000
2522.0000	776.3880
2532.0000	778.0250
2549.0000	763.8750
2561.0000	765.5250
2605.0000	765.8000
2623.0000	776.8250
2630.0000	783.1630
2650.0000	784.8750
2662.0000	780.7120
2671.0000	783.6630
2689.0000	763.1000
2700.0000	762.8370
2709.0000	774.9500
2723.0000	767.9000
2743.0000	755.6000
2770.0000	760.9130
2788.0000	751.9750
2808.0000	743.7250
2826.0000	741.0620
2836.0000	752.7880
2847.0000	754.6880
2869.0000	744.7750
