5728.5801	-11.3917
5799.9199	-19.7192
5871.1001	-66.8920
5885.9199	-19.0076
5949.1001	-22.9563
6056.5801	-39.8906
6064.7998	-19.1940
6104.8398	-35.8571
6132.6602	-24.6317
6140.7402	-22.4790
6212.5801	-38.6385
6287.6401	-54.3224
6348.9199	-56.4692
6448.3198	-29.3770
6498.1401	-31.3154
6509.5400	-16.2153
6566.2402	-29.6826
6590.5400	-48.2723
6649.6401	-30.4428
6685.2598	-24.3505
6711.0601	-51.8950
6736.3398	-18.1480
6788.7998	-38.9645
6807.7798	-40.7547
6892.9800	-23.6759
6922.1401	-26.0715
6956.5400	-28.9076
6984.2002	-33.5310
7099.1201	-30.7942
7115.0801	-16.7053
7357.0601	-47.8915
7394.0000	-21.5756
7426.2798	-22.8067
7440.3999	-47.8474
7461.9199	-22.3552
7562.9199	-25.1155
7573.9600	-19.4351
7643.8599	-13.8956
7682.8999	-34.0346
7704.9800	-25.3399
7811.0200	-20.6662
7865.7402	-13.5454
7891.1001	-20.8579
7929.4399	-18.7464
7937.9800	-46.8788
8001.5400	-18.0059
8025.8999	-17.0557
8051.7998	-32.9565
8096.3999	-29.9799
8117.8799	-47.8514
8144.0000	-43.2939
8170.5200	-34.7067
8222.7598	-23.2612
8229.1201	-20.3604
8317.2197	-33.6115
8373.2402	-33.5956
8588.2197	-52.9558
8620.5596	-13.4121
8630.1201	-19.3822
8677.6201	-26.3894
8720.2402	-56.2908
8737.4805	-20.8846
8780.9004	-21.3402
8804.3203	-29.5014
8842.0996	-19.5457
8856.2598	-30.6718
8882.2197	-18.8681
8900.1396	-23.5953
8922.2197	-51.5713
8944.5400	-23.2041
8968.9805	-17.7132
8993.2402	-15.8809
9026.5000	-31.7312
9183.7803	-35.7367
9207.2197	-34.8616
9224.9805	-19.9143
9288.8799	-16.8733
9300.4404	-22.9159
9316.4404	-38.6999
9326.5000	-22.1917
9458.0801	-27.2732
9521.5801	-43.0834
9647.1602	-16.5143
9757.5195	-41.7153
9777.3398	-29.0690
9871.6396	-25.1961
9884.4404	-42.0574
9903.5996	-58.3488
9915.4199	-26.2515
9979.4004	-31.5036
9999.3398	-17.6900
10034.5801	-36.5986
10104.6602	-56.3906
10125.7803	-44.6277
10143.7197	-23.8779
10179.5400	-24.3554
10185.5801	-44.1032
10277.5801	-23.8805
10305.8398	-31.0695
10343.4404	-20.6485
10354.0195	-20.7747
10367.9805	-38.9668
10434.3604	-35.9105
10456.4004	-30.2570
10545.0195	-58.5837
10601.2598	-51.1082
10626.9805	-19.3977
10661.5596	-24.2729
10728.5996	-18.9475
10789.4805	-28.6061
10799.6602	-31.3458
10855.5400	-29.7797
10896.6602	-24.7907
10929.6797	-16.5053
11021.6602	-51.4486
11057.4805	-46.8164
11085.7803	-22.6113
11149.1797	-33.7703
11164.0596	-26.2708
11210.3398	-47.6878
11222.9600	-15.7240
11271.9600	-18.7610
11314.0996	-43.7077
11358.8604	-22.0715
11393.4199	-42.9708
11414.0400	-30.7297
11439.9004	-33.1699
11451.9404	-42.2591
11497.3799	-15.9696
11710.2402	-22.3783
11765.7002	-20.9662
11844.5801	-60.7971
11870.8604	-94.1972
11917.7197	-19.6590
11984.4600	-19.9069
12053.5000	-17.4621
12076.4600	-31.7444
12164.8398	-26.4603
12195.2402	-38.1831
12400.0195	-29.8660
12440.0801	-26.2945
12476.4004	-25.2353
12531.4004	-20.8226
12581.7998	-19.1869
12641.0801	-17.3044
12669.5000	-76.6027
12683.1396	-51.2049
12748.1201	-38.3534
12832.7002	-33.1978
12850.2197	-21.8365
12933.1201	-40.1866
12953.9004	-24.0342
12985.2402	-50.1565
13053.0596	-23.2482
13159.3203	-25.6098
13176.9199	-51.5086
13189.4600	-25.9357
13219.7402	-30.5917
13281.0996	-22.5512
13291.7402	-27.5314
13345.9404	-40.3017
13364.0000	-29.5402
13380.7598	-22.5584
13419.2002	-29.5392
13442.1797	-20.9678
13479.9199	-16.8886
13492.5195	-35.4050
13546.9600	-22.6652
13564.3203	-20.6068
13580.8203	-34.1385
13613.5801	-18.6312
13669.8604	-19.4238
13682.0996	-21.3385
13692.9004	-18.0520
13775.9805	-36.3800
13824.2598	-28.7463
13855.7803	-28.8968
13871.8604	-31.6414
13909.9199	-36.3360
13938.2803	-29.8403
13951.2998	-23.5181
13968.3398	-23.6094
14104.0801	-36.2813
14149.4805	-22.2929
14199.6797	-71.8763
14343.5000	-21.8807
14452.5195	-21.4922
14495.4404	-39.0854
14532.4404	-32.6187
14540.3398	-26.8285
14593.5801	-44.2423
14617.5596	-19.2424
14663.2002	-16.0104
14690.7197	-23.3653
14789.5195	-53.6457
14851.7998	-17.9461
14884.6602	-44.3658
14910.4004	-58.0778
14932.2803	-25.2328
14995.9805	-34.1474
15045.6396	-15.9535
15052.4600	-38.6547
15074.6797	-38.2209
15098.3398	-20.2796
15136.0400	-35.3142
15159.4600	-18.8326
15195.2402	-32.5285
15232.3203	-25.7930
15241.7598	-17.4716
15256.7998	-22.1127
15279.4805	-21.3164
15334.5596	-22.9878
15382.1602	-13.1374
15420.6602	-21.7242
15457.1797	-28.3021
15506.9805	-13.8122
15540.8604	-29.9051
15577.7998	-22.3053
15634.9404	-45.5518
15830.7598	-28.2563
15844.2002	-18.1960
15932.3799	-28.0160
16017.7598	-27.9828
16046.6602	-54.0603
16068.0996	-20.1359
16103.1396	-39.7461
16211.8203	-37.2307
16230.0000	-49.8787
16359.3604	-48.1848
16452.2793	-17.5545
16503.4805	-20.7494
16530.4805	-22.2981
16538.1602	-17.7610
16565.4004	-21.1034
16580.3809	-22.5530
16625.3398	-18.5346
16716.0195	-33.0062
16751.8594	-24.6454
16826.9004	-23.5491
16903.6797	-65.1720
16919.6406	-31.8279
16979.2598	-38.3897
17114.9609	-16.8082
17159.7402	-25.3857
17277.6602	-21.9982
17314.7598	-40.4925
17322.2402	-24.5787
17422.7207	-17.3546
17501.2402	-29.8626
17518.9395	-36.7307
17581.6602	-18.2854
17599.5996	-21.9461
17653.2598	-17.8839
17735.1992	-22.8481
17814.4395	-21.1030
17872.4395	-12.8914
17909.3809	-30.7448
