7.1600	-42.3991
21.2600	-21.2093
44.0200	-31.0999
140.6200	-53.5292
162.4400	-22.9727
187.2600	-43.0709
305.9800	-32.3606
324.5400	-33.2100
343.2600	-42.8010
369.4400	-22.9689
400.5600	-40.2889
441.8800	-38.4705
468.3000	-33.0356
539.7000	-30.2363
633.4600	-34.9761
645.0400	-24.5157
661.9000	-34.4292
672.3000	-43.1631
682.3200	-75.3725
735.1600	-22.4584
800.2800	-15.3937
852.5200	-37.6288
874.6200	-19.2943
891.5800	-26.9630
917.9200	-56.7816
941.4600	-27.7440
984.1200	-41.6737
1044.1200	-17.6919
1064.2800	-21.8984
1120.1801	-47.3690
1167.7800	-17.3775
1176.2800	-17.2283
1256.5000	-16.0710
1298.0400	-19.4404
1307.6400	-28.1349
1320.3000	-30.0072
1334.8800	-36.3071
1373.7200	-19.8810
1383.9000	-26.1253
1392.7000	-24.1671
1508.8600	-26.4165
1547.2400	-22.8281
1559.6801	-34.1901
1567.4600	-23.8749
1612.0200	-17.9024
1627.8199	-31.5366
1639.5800	-19.1458
1646.8000	-33.3999
1689.2000	-17.3540
1751.4800	-36.2292
1780.7000	-22.3135
1835.5601	-31.2002
1862.9800	-35.9145
1875.6200	-28.4961
1970.2000	-32.9841
1981.9200	-22.7373
1995.1000	-34.5840
2077.6599	-31.3931
2125.7400	-31.6224
2140.1599	-20.1248
2149.2400	-21.5255
2180.9199	-35.8331
2255.5601	-16.6212
2285.4399	-28.6966
2313.6399	-58.4804
2440.7200	-23.6850
2477.8201	-23.1297
2490.9800	-38.3456
2510.3999	-45.8565
2527.7400	-29.5038
2599.0200	-26.3098
2624.7800	-26.9352
2638.7600	-22.3747
2799.1399	-16.5329
2824.3999	-40.7888
2865.8799	-71.9435
2888.3201	-22.0234
2937.1399	-22.1636
2945.6201	-22.0012
2977.3000	-35.2410
3022.8601	-27.7373
3052.0200	-23.2452
3148.2600	-46.1734
3175.2000	-18.9414
3233.6201	-24.4346
3253.1001	-18.9439
3271.1201	-25.3007
3320.8201	-24.5351
3343.5601	-51.5960
3411.6001	-17.3200
3458.4800	-24.3138
3473.1799	-46.3746
3508.3000	-32.2429
3526.4199	-24.2256
3707.8000	-22.9813
3756.9199	-45.4469
3770.2400	-20.0493
3802.1599	-28.8258
3919.8799	-9.9613
3990.5200	-20.8376
4035.0000	-16.3514
4053.8799	-21.7666
4079.9399	-22.2434
4145.3198	-13.3493
4258.7998	-25.2306
4314.4800	-26.0596
4368.0801	-23.3831
4461.4600	-28.1071
4475.3198	-19.0232
4493.0000	-20.4802
4501.7202	-16.9174
4578.1001	-31.2814
4602.6802	-18.8690
4639.1401	-50.0242
4648.1001	-18.6463
4711.7598	-20.4292
4757.8799	-30.2427
4772.6802	-19.7164
4786.2202	-25.3002
4813.4600	-34.0138
4828.8599	-31.3467
4841.0400	-33.2494
4864.3398	-16.0701
5010.8999	-24.1398
5030.7202	-21.2340
5082.9399	-18.0444
5092.4399	-41.9150
5098.5400	-30.1562
5113.7402	-34.7615
5145.3799	-14.6803
5162.4600	-27.8495
5332.4399	-30.1153
5362.1001	-22.7991
5410.3398	-27.5606
5469.8999	-23.8711
5559.3799	-23.3957
5567.3398	-23.4724
5621.1602	-49.0855
5634.4399	-21.8583
